indexA,addressA,indexB,addressB,score
5822,"The Parisienne Hotel, 240-244 North Promenade Blackpool, North West, FY11RZ",7441,"North Shore Hotel, 224, Promenade, Blackpool, North West, FY11RZ",0.547
5828,"The Waldorf, 591 593 New South Promenade Blackpool, North West, FY41NG",8848,"Hampton by Hilton Blackpool, 595-601, New South Promenade, Blackpool, North West, FY41NG",0.5606
5840,"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR",2400,"Boltonia Hotel, 124-126, Albert Road, Blackpool, , United Kingdom, North West, FY14PN",0.5
5840,"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR",2401,"The Avon Hotel, 112, Albert Road, Blackpool, , United Kingdom, North West, FY14PN",0.5118
5840,"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR",2445,"Royal Ruskin Hotel, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.5993
5840,"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR",2450,"The Oak Lea Hotel, 83-87, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.5985
5840,"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR",2451,"The Albany, 89, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.5824
5840,"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR",2452,"The Belvedere, 91-93, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.5721
5840,"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR",2453,"Fairview Hotel, 113, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.5193
5840,"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR",2454,"Tregenna Hotel, 115, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.5107
5840,"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR",2455,"Albert Hotel, 117, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0.5031
5840,"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR",10821,"Calypso Hotel, 39-41, Albert Road, Blackpool, North West, FY14TA",0.5
5840,"Bradleys Hotel, 80 Albert Road Blackpool, North West, FY14PR",10822,"Walford Hotel, 45-47, Albert Road, Blackpool, North West, FY14TA",0.5
5841,"Canasta Hotel, 288 290 North Promenade BlackpoolLancashire, North West, FY12EY",7654,"Carlton Hotel, 282-286, Promenade, Blackpool, North West, FY12EZ",0.5327
5842,"The Golden Cheval Hotel, 203 Central Promenade Blackpool, North West, FY15DL",6489,"Vinnies, 205, Promenade, Blackpool, North West, FY15DL",0.5707
5842,"The Golden Cheval Hotel, 203 Central Promenade Blackpool, North West, FY15DL",6490,"Craig-y-Don Hotel, 209-213, Promenade, Blackpool, North West, FY15DL",0.5581
5842,"The Golden Cheval Hotel, 203 Central Promenade Blackpool, North West, FY15DL",6491,"Royal Seabank Hotel, 219-223, Promenade, Blackpool, North West, FY15DL",0.5581
5842,"The Golden Cheval Hotel, 203 Central Promenade Blackpool, North West, FY15DL",6492,"Blenheim Mount, 207, Promenade, Blackpool, North West, FY15DL",0.5707
5842,"The Golden Cheval Hotel, 203 Central Promenade Blackpool, North West, FY15DL",8444,"Balmoral Hotel, 215-217, Promenade, Blackpool, North West, FY15DL",0.5581
5848,"Blenheim Mount Hotel, 207 Promenade Blackpool, North West, FY15DL",6490,"Craig-y-Don Hotel, 209-213, Promenade, Blackpool, North West, FY15DL",0.5846
5848,"Blenheim Mount Hotel, 207 Promenade Blackpool, North West, FY15DL",6491,"Royal Seabank Hotel, 219-223, Promenade, Blackpool, North West, FY15DL",0.5408
5848,"Blenheim Mount Hotel, 207 Promenade Blackpool, North West, FY15DL",8444,"Balmoral Hotel, 215-217, Promenade, Blackpool, North West, FY15DL",0.5784
5850,"The Arncliffe Hotel, 90-92 Adelaide Street Blackpool, North West, FY14LA",2417,"OYO Gresham Hotel, 106-114, Adelaide Street, Blackpool, , United Kingdom, North West, FY14LE",0.5445
5852,"Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL",6488,"The Golden Cheval Hotel, 203, Promenade, Blackpool, North West, FY15DL",0.5707
5852,"Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL",6489,"Vinnies, 205, Promenade, Blackpool, North West, FY15DL",0.5707
5852,"Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL",6491,"Royal Seabank Hotel, 219-223, Promenade, Blackpool, North West, FY15DL",0.5418
5852,"Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL",6492,"Blenheim Mount, 207, Promenade, Blackpool, North West, FY15DL",0.5707
5852,"Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL",8444,"Balmoral Hotel, 215-217, Promenade, Blackpool, North West, FY15DL",0.5581
5853,"Haven Guest House, 11 Alexandra Road Blackpool, North West, FY16BU",2489,"The New Brooklyn, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BH",0.529
5856,"The Hurstmere, 5 Alexandra Road Blackpool, North West, FY16BU",2489,"The New Brooklyn, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BH",0.517
5859,"The Royal Windsor Hotel, 245-249 Central Promenade Blackpool, North West, FY16AH",2502,"Crystals On The Prom, 263, Promenade, Blackpool, , GB, North West, FY16AH",0.5612
5861,"The Alondra Hotel, 15 Hornby Road Blackpool, North West, FY14QG",2429,"Alumhurst Hotel, 13-15, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0.525
5861,"The Alondra Hotel, 15 Hornby Road Blackpool, North West, FY14QG",2483,"Raffles Hotel, 73-75, Hornby Road, Blackpool, , United Kingdom, North West, FY14QJ",0.5
5864,"Rubens, 39 Lord Street  Blackpool(Lancashire - England), North West, FY12BD",2536,"Blackpool Seaside Hotel, 9, Lord Street, Blackpool, , United Kingdom, North West, FY12AZ",0.5161
5868,"DJ Suites Blackpool, 40-48 Hornby Road Blackpool, North West, FY14QJ",2438,"Alviston Hotel, 46-48, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.525
5868,"DJ Suites Blackpool, 40-48 Hornby Road Blackpool, North West, FY14QJ",2477,"The Residence, 99-101, Hornby Road, Blackpool, , United Kingdom, North West, FY14QP",0.5
5868,"DJ Suites Blackpool, 40-48 Hornby Road Blackpool, North West, FY14QJ",2478,"The Beechfield, 106-110, Hornby Road, Blackpool, , United Kingdom, North West, FY14QS",0.5
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2423,"The Eastgate Hotel, 6, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2428,"Zebra Lodge, 11, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2430,"The Helmshore, 24-28, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2431,"The Victoria, 30, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2432,"Butterfly Hotel, 32, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2433,"The Blackpool Central Hotel, 34, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2434,"The Bramlea, 36, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2435,"Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5082
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2436,"Trafford Hotel, 40-42, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.516
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2437,"The Kings Cross Hotel, 44, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5296
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2438,"Alviston Hotel, 46-48, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5404
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2439,"Regency Hotel, 50, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5528
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2440,"The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5606
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2441,"The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5675
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2442,"Clifton Hotel, 56, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5745
5869,"Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE",2443,"The Lawton Hotel, 58-66, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5946
5873,"Hotel Sheraton, 54/62 Queens Promenade Blackpool, North West, FY29RP",7700,"Elgin Hotel, 36-42, Queens Promenade, Blackpool, North West, FY29RW",0.5023
5874,"The World Hotel, 1 Lansdowne Place  Blackpool, North West, FY11SB",7440,"Libertys Hotel, 1, Cocker Square, Blackpool, North West, FY11RX",0.5737
5874,"The World Hotel, 1 Lansdowne Place  Blackpool, North West, FY11SB",7441,"North Shore Hotel, 224, Promenade, Blackpool, North West, FY11RZ",0.5175
5874,"The World Hotel, 1 Lansdowne Place  Blackpool, North West, FY11SB",7655,"Parisenne Hotel, 240-244, Promenade, Blackpool, North West, FY11RZ",0.5071
5875,"Royal Hotel, 57 Clifton Drive Blackpool, North West, FY41NT",2376,"Sinatra's Hotel, 8, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0.5
5875,"Royal Hotel, 57 Clifton Drive Blackpool, North West, FY41NT",2389,"Corona Hotel, 18-20, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0.5
5875,"Royal Hotel, 57 Clifton Drive Blackpool, North West, FY41NT",2390,"Scala Hotel, 22, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0.5149
5875,"Royal Hotel, 57 Clifton Drive Blackpool, North West, FY41NT",2391,"Clifton Court Hotel, 12, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0.5
5876,"The Crosby Hotel, 59 Clifton Drive Blackpool, North West, FY41NT",2376,"Sinatra's Hotel, 8, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0.5
5876,"The Crosby Hotel, 59 Clifton Drive Blackpool, North West, FY41NT",2380,"Delton Hotel, 6, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NE",0.5
5876,"The Crosby Hotel, 59 Clifton Drive Blackpool, North West, FY41NT",2389,"Corona Hotel, 18-20, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0.5636
5876,"The Crosby Hotel, 59 Clifton Drive Blackpool, North West, FY41NT",2390,"Scala Hotel, 22, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0.5769
5876,"The Crosby Hotel, 59 Clifton Drive Blackpool, North West, FY41NT",2391,"Clifton Court Hotel, 12, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0.5182
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2430,"The Helmshore, 24-28, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5938
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2431,"The Victoria, 30, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5851
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2432,"Butterfly Hotel, 32, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5772
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2433,"The Blackpool Central Hotel, 34, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5704
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2434,"The Bramlea, 36, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5629
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2435,"Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5555
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2436,"Trafford Hotel, 40-42, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5474
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2437,"The Kings Cross Hotel, 44, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5346
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2438,"Alviston Hotel, 46-48, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5242
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2439,"Regency Hotel, 50, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5117
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2440,"The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5035
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2441,"The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2442,"Clifton Hotel, 56, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2443,"The Lawton Hotel, 58-66, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5878,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE",2444,"Kingsway Hotel, 68, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5880,"The Dukeries Hotel, 86 88 Adelaide Street Blackpool,  Lancashire, North West, FY14LA",2417,"OYO Gresham Hotel, 106-114, Adelaide Street, Blackpool, , United Kingdom, North West, FY14LE",0.5272
5882,"Stuart Hotel, 27-29 Clifton Drive Blackpool, North West, FY41NT",2376,"Sinatra's Hotel, 8, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0.5
5882,"Stuart Hotel, 27-29 Clifton Drive Blackpool, North West, FY41NT",2389,"Corona Hotel, 18-20, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0.5503
5882,"Stuart Hotel, 27-29 Clifton Drive Blackpool, North West, FY41NT",2390,"Scala Hotel, 22, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0.5643
5882,"Stuart Hotel, 27-29 Clifton Drive Blackpool, North West, FY41NT",2391,"Clifton Court Hotel, 12, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0.5038
5882,"Stuart Hotel, 27-29 Clifton Drive Blackpool, North West, FY41NT",2395,"The Crosby Hotel, 59, Clifton Drive, Blackpool, , United Kingdom, North West, FY41TH",0.5935
5896,"New Promenade Hotel, 229 Central Promenade Blackpool, North West, FY15DL",6490,"Craig-y-Don Hotel, 209-213, Promenade, Blackpool, North West, FY15DL",0.5059
5896,"New Promenade Hotel, 229 Central Promenade Blackpool, North West, FY15DL",6491,"Royal Seabank Hotel, 219-223, Promenade, Blackpool, North West, FY15DL",0.5581
5896,"New Promenade Hotel, 229 Central Promenade Blackpool, North West, FY15DL",8444,"Balmoral Hotel, 215-217, Promenade, Blackpool, North West, FY15DL",0.54
5919,"Boomerang Blackpool, 74 Adelaide Street Blackpool, North West, FY14LA",2417,"OYO Gresham Hotel, 106-114, Adelaide Street, Blackpool, , United Kingdom, North West, FY14LE",0.5224
5926,"The Melrose Hotel, 82 Hornby Road ; Blackpool, North West, FY14QS",2477,"The Residence, 99-101, Hornby Road, Blackpool, , United Kingdom, North West, FY14QP",0.5534
5936,"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE",2423,"The Eastgate Hotel, 6, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5936,"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE",2424,"The Beverley, 4, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5936,"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE",2425,"Merlin Hotel, 2, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5
5936,"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE",2430,"The Helmshore, 24-28, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5422
5936,"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE",2431,"The Victoria, 30, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5519
5936,"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE",2432,"Butterfly Hotel, 32, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5602
5936,"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE",2433,"The Blackpool Central Hotel, 34, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5673
5936,"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE",2434,"The Bramlea, 36, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5748
5936,"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE",2435,"Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.583
5936,"Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE",2436,"Trafford Hotel, 40-42, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5905
5939,"The Del Roseia, 76 Central Drive Blackpool, North West, FY15QD",2485,"GR8 Hotel, Central Drive, Blackpool, , United Kingdom, North West, FY15QB",0.5511
5939,"The Del Roseia, 76 Central Drive Blackpool, North West, FY15QD",10828,"Almar Hotel, 48, Central Drive, Blackpool, North West, FY15QA",0.5
5952,"Memphis Hotel, 14 Palatine Rd Blackpool, North West, FY14BT",2472,"Lyndale Holiday Flats, 40, Palatine Road, Blackpool, , United Kingdom, North West, FY14BY",0.5203
5953,"Kings Court, 34 King Edward Avenue Blackpool, North West, FY29TA",2290,"Northcrest, 22, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0.5689
5953,"Kings Court, 34 King Edward Avenue Blackpool, North West, FY29TA",2292,"The Pembroke, 11, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0.5436
5953,"Kings Court, 34 King Edward Avenue Blackpool, North West, FY29TA",2293,"The Alpha, 9, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0.5324
5953,"Kings Court, 34 King Edward Avenue Blackpool, North West, FY29TA",2294,"Grosvenor View, 7, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0.52
5955,"The Garnett, 18 Lord Street Blackpool, North West, FY12BD",2536,"Blackpool Seaside Hotel, 9, Lord Street, Blackpool, , United Kingdom, North West, FY12AZ",0.537
5958,"The Royal Boston Hotel, 34 Queens Promenade BlackpoolLancashire, North West, FY29RN",7700,"Elgin Hotel, 36-42, Queens Promenade, Blackpool, North West, FY29RW",0.5403
5964,"Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF",2426,"The Lismain Hotel, 3, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0.5172
5964,"Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF",2427,"The Fairhaven Hotel, 7-9, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0.5341
5964,"Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF",2429,"Alumhurst Hotel, 13-15, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0.5602
5967,"WALLACE HOTEL, 239 Promenade Blackpool, North West, FY16AH",2502,"Crystals On The Prom, 263, Promenade, Blackpool, , GB, North West, FY16AH",0.5543
5970,"Northlands Hotel, 31 33 Hornby Road Blackpool  Blackpool  United Kingdom Blackpool, North West, FY14QG",2483,"Raffles Hotel, 73-75, Hornby Road, Blackpool, , United Kingdom, North West, FY14QJ",0.5
5972,"The New Brooklyn Hotel, 381 Promenade Blackpool, North West, FY16BH",2487,"Sunny Days Hotel, 391,393,395, Promenade, Blackpool, , GB, North West, FY16BH",0.5741
5974,"Royal Oakwell Hotel, 17-19 Barton Avenue Blackpool, North West, FY16AP",2459,"Fern Royd Hotel, Barton Avenue, Blackpool, , United Kingdom, North West, FY16AG",0.5625
5977,"The Scala, 22 Clifton Drive Blackpool, North West, FY41NX",2380,"Delton Hotel, 6, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NE",0.5007
5977,"The Scala, 22 Clifton Drive Blackpool, North West, FY41NX",2392,"Henson Hotel, 23, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0.5128
5977,"The Scala, 22 Clifton Drive Blackpool, North West, FY41NX",2393,"The Stuart Hotel, 27-29, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0.5514
5977,"The Scala, 22 Clifton Drive Blackpool, North West, FY41NX",2394,"Elmfield Hotel, 25, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0.5288
5977,"The Scala, 22 Clifton Drive Blackpool, North West, FY41NX",2395,"The Crosby Hotel, 59, Clifton Drive, Blackpool, , United Kingdom, North West, FY41TH",0.5
5977,"The Scala, 22 Clifton Drive Blackpool, North West, FY41NX",2396,"The Royal Hotel, 57, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0.5006
5977,"The Scala, 22 Clifton Drive Blackpool, North West, FY41NX",2398,"The Albany, 2-4, Clifton Drive, Blackpool, , United Kingdom, North West, FY41ND",0.5
5977,"The Scala, 22 Clifton Drive Blackpool, North West, FY41NX",6478,"The Big Blue Hotel, Clifton Drive, Blackpool, North West, FY41ND",0.5
5982,"Delamere Hotel, 27 Hornby Road, Blackpool, North West, FY14QG",2442,"Clifton Hotel, 56, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5059
5982,"Delamere Hotel, 27 Hornby Road, Blackpool, North West, FY14QG",2443,"The Lawton Hotel, 58-66, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.5233
5982,"Delamere Hotel, 27 Hornby Road, Blackpool, North West, FY14QG",2444,"Kingsway Hotel, 68, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0.525
5982,"Delamere Hotel, 27 Hornby Road, Blackpool, North West, FY14QG",2477,"The Residence, 99-101, Hornby Road, Blackpool, , United Kingdom, North West, FY14QP",0.5068
5982,"Delamere Hotel, 27 Hornby Road, Blackpool, North West, FY14QG",2478,"The Beechfield, 106-110, Hornby Road, Blackpool, , United Kingdom, North West, FY14QS",0.5534
5982,"Delamere Hotel, 27 Hornby Road, Blackpool, North West, FY14QG",2483,"Raffles Hotel, 73-75, Hornby Road, Blackpool, , United Kingdom, North West, FY14QJ",0.5
5990,"Allandale Hotel, 387 389 South Promenade, Blackpool, North West, FY16BH",2487,"Sunny Days Hotel, 391,393,395, Promenade, Blackpool, , GB, North West, FY16BH",0.5637
5991,"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF",2426,"The Lismain Hotel, 3, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0.569
5991,"The Butterfly Hotel, 32 Charnley Road Blackpool, North West, FY14PF",2427,"The Fairhaven Hotel, 7-9, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE",0.5866
5992,"Sharn-Bek Hotel, 24 Alexandra Road Blackpool, North West, FY16BU",2489,"The New Brooklyn, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BH",0.5
5993,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW",2400,"Boltonia Hotel, 124-126, Albert Road, Blackpool, , United Kingdom, North West, FY14PN",0.5767
5993,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW",2405,"The Arabella, 102, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5954
5993,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW",2406,"Lumada, 100, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5833
5993,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW",2407,"Sandy Beach Hotel, 96-98, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5768
5993,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW",2408,"La Tour, 92-94, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5668
5993,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW",2409,"The Hollies, 88-90, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5552
5993,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW",2410,"The Georgian Hotel, 82-86, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5328
5993,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW",2411,"Bradleys Hotel, 80, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5181
5993,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW",2412,"Royal Alexandra Hotel, 74, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5
5993,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW",2413,"The Sutcliffe Hotel, 70-72, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5
5993,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW",2414,"The New Oxford Hotel, 66-68, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5
5993,"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW",2415,"The Carlton, 64, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0.5
5997,"Casablanca Guest House, 84 Hornby Road Blackpool, North West, FY14QS",2477,"The Residence, 99-101, Hornby Road, Blackpool, , United Kingdom, North West, FY14QP",0.5681
5999,"The Glyndale, 9 Trafalgar Road Blackpool, North West, FY16AW",2456,"Wembley Hotel, Trafalgar Road, Blackpool, , United Kingdom, North West, FY16AJ",0.5951
5999,"The Glyndale, 9 Trafalgar Road Blackpool, North West, FY16AW",2457,"Garvey's Promenade Hotel, Trafalgar Road, Blackpool, , United Kingdom, North West, FY16AJ",0.5883
6003,"The Princess, 18-20 Alexandra Road Blackpool, North West, FY16BU",2489,"The New Brooklyn, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BH",0.5
6007,"Meland Hotel, 22 Palatine Road Blackpool, North West, FY14BT",2472,"Lyndale Holiday Flats, 40, Palatine Road, Blackpool, , United Kingdom, North West, FY14BY",0.5712
6016,"The Chimes on the sea, 265 Promenade BlackpoolLancashire, North West, FY16AH",2502,"Crystals On The Prom, 263, Promenade, Blackpool, , GB, North West, FY16AH",0.5552
6021,"Dutchman Hotel, 267 269 Promenade Blackpool, North West, FY16AH",2502,"Crystals On The Prom, 263, Promenade, Blackpool, , GB, North West, FY16AH",0.5741
6026,"The Cowley Hotel, 241 Promenade BlackpoolLancashire, North West, FY16AH",2502,"Crystals On The Prom, 263, Promenade, Blackpool, , GB, North West, FY16AH",0.5307
6039,"Ocean Bay Hotel, 583 New South Promenade  Blackpool, North West, FY41NG",7656,"Waldorf Hotel, 591-593, New South Promenade, Blackpool, North West, FY41NG",0.5683
